COD;CCAA;Tipo_Vivienda;Metrica;Anyo;FK_Periodo;Fecha_Fecha;Valor;Variacion_Interanual_IPV
IPV767;Total Nacional;Vivienda segunda mano;Índice;2019;21;2019-06-30;125,62;0,7216
IPV767;Total Nacional;Vivienda segunda mano;Índice;2019;20;2019-03-31;123,66;-1,5603
IPV767;Total Nacional;Vivienda segunda mano;Índice;2019;19;2018-12-31;121,97;-1,3667
IPV943;Total Nacional;Vivienda segunda mano;Variación trimestral;2019;22;2019-09-30;-0,7;-100,5739
IPV943;Total Nacional;Vivienda segunda mano;Variación trimestral;2019;21;2019-06-30;1,6;-328,5714
IPV943;Total Nacional;Vivienda segunda mano;Variación trimestral;2019;20;2019-03-31;1,4;-12,5
IPV943;Total Nacional;Vivienda segunda mano;Variación trimestral;2019;19;2018-12-31;1,1;-21,4286
IPV942;Total Nacional;Vivienda segunda mano;Variación anual;2019;22;2019-09-30;3,4;209,0909
IPV942;Total Nacional;Vivienda segunda mano;Variación anual;2019;21;2019-06-30;4,4;29,4118
IPV942;Total Nacional;Vivienda segunda mano;Variación anual;2019;20;2019-03-31;5,0;13,6364
IPV942;Total Nacional;Vivienda segunda mano;Variación anual;2019;19;2018-12-31;6,2;24,0
IPV941;Total Nacional;Vivienda segunda mano;Variación en lo que va de año;2019;22;2019-09-30;3,4;-45,1613
IPV941;Total Nacional;Vivienda segunda mano;Variación en lo que va de año;2019;21;2019-06-30;4,1;20,5882
IPV941;Total Nacional;Vivienda segunda mano;Variación en lo que va de año;2019;20;2019-03-31;2,5;-39,0244
IPV941;Total Nacional;Vivienda segunda mano;Variación en lo que va de año;2019;19;2018-12-31;1,1;-56,0
IPV766;Andalucía;General;Índice;2019;22;2019-09-30;118,55;10677,2727
IPV766;Andalucía;General;Índice;2019;21;2019-06-30;119,33;0,658
IPV766;Andalucía;General;Índice;2019;20;2019-03-31;116,84;-2,0867
IPV766;Andalucía;General;Índice;2019;19;2018-12-31;114,71;-1,823
IPV940;Andalucía;General;Variación trimestral;2019;22;2019-09-30;-0,7;-100,6102
IPV940;Andalucía;General;Variación trimestral;2019;21;2019-06-30;2,1;-400,0
IPV940;Andalucía;General;Variación trimestral;2019;20;2019-03-31;1,9;-9,5238
IPV940;Andalucía;General;Variación trimestral;2019;19;2018-12-31;0,8;-57,8947
IPV939;Andalucía;General;Variación anual;2019;22;2019-09-30;4,1;412,5
IPV939;Andalucía;General;Variación anual;2019;21;2019-06-30;5,9;43,9024
IPV939;Andalucía;General;Variación anual;2019;20;2019-03-31;5,6;-5,0847
IPV939;Andalucía;General;Variación anual;2019;19;2018-12-31;5,9;5,3571
IPV938;Andalucía;General;Variación en lo que va de año;2019;22;2019-09-30;4,1;-30,5085
IPV938;Andalucía;General;Variación en lo que va de año;2019;21;2019-06-30;4,8;17,0732
IPV938;Andalucía;General;Variación en lo que va de año;2019;20;2019-03-31;2,6;-45,8333
IPV938;Andalucía;General;Variación en lo que va de año;2019;19;2018-12-31;0,8;-69,2308
IPV765;Andalucía;Vivienda nueva;Índice;2019;22;2019-09-30;128,59;15973,75
IPV765;Andalucía;Vivienda nueva;Índice;2019;21;2019-06-30;131,32;2,123
IPV765;Andalucía;Vivienda nueva;Índice;2019;20;2019-03-31;125,02;-4,7974
IPV765;Andalucía;Vivienda nueva;Índice;2019;19;2018-12-31;121,87;-2,5196
IPV937;Andalucía;Vivienda nueva;Variación trimestral;2019;22;2019-09-30;-2,1;-101,7231
IPV937;Andalucía;Vivienda nueva;Variación trimestral;2019;21;2019-06-30;5,0;-338,0952
IPV937;Andalucía;Vivienda nueva;Variación trimestral;2019;20;2019-03-31;2,6;-48,0
IPV937;Andalucía;Vivienda nueva;Variación trimestral;2019;19;2018-12-31;1,0;-61,5385
IPV936;Andalucía;Vivienda nueva;Variación anual;2019;22;2019-09-30;6,5;550,0
IPV936;Andalucía;Vivienda nueva;Variación anual;2019;21;2019-06-30;9,4;44,6154
IPV936;Andalucía;Vivienda nueva;Variación anual;2019;20;2019-03-31;7,6;-19,1489
IPV936;Andalucía;Vivienda nueva;Variación anual;2019;19;2018-12-31;7,0;-7,8947
IPV935;Andalucía;Vivienda nueva;Variación en lo que va de año;2019;22;2019-09-30;6,5;-7,1429
IPV935;Andalucía;Vivienda nueva;Variación en lo que va de año;2019;21;2019-06-30;8,8;35,3846
IPV935;Andalucía;Vivienda nueva;Variación en lo que va de año;2019;20;2019-03-31;3,6;-59,0909
IPV935;Andalucía;Vivienda nueva;Variación en lo que va de año;2019;19;2018-12-31;1,0;-72,2222
IPV764;Andalucía;Vivienda segunda mano;Índice;2019;22;2019-09-30;117,4;11640,0
IPV764;Andalucía;Vivienda segunda mano;Índice;2019;21;2019-06-30;117,97;0,4855
IPV764;Andalucía;Vivienda segunda mano;Índice;2019;20;2019-03-31;115,88;-1,7716
IPV764;Andalucía;Vivienda segunda mano;Índice;2019;19;2018-12-31;113,85;-1,7518
IPV934;Andalucía;Vivienda segunda mano;Variación trimestral;2019;22;2019-09-30;-0,5;-100,4392
IPV934;Andalucía;Vivienda segunda mano;Variación trimestral;2019;21;2019-06-30;1,8;-460,0
IPV934;Andalucía;Vivienda segunda mano;Variación trimestral;2019;20;2019-03-31;1,8;0,0
IPV934;Andalucía;Vivienda segunda mano;Variación trimestral;2019;19;2018-12-31;0,7;-61,1111
IPV933;Andalucía;Vivienda segunda mano;Variación anual;2019;22;2019-09-30;3,9;457,1429
IPV933;Andalucía;Vivienda segunda mano;Variación anual;2019;21;2019-06-30;5,5;41,0256
IPV933;Andalucía;Vivienda segunda mano;Variación anual;2019;20;2019-03-31;5,3;-3,6364
IPV933;Andalucía;Vivienda segunda mano;Variación anual;2019;19;2018-12-31;5,8;9,434
IPV932;Andalucía;Vivienda segunda mano;Variación en lo que va de año;2019;22;2019-09-30;3,9;-32,7586
IPV932;Andalucía;Vivienda segunda mano;Variación en lo que va de año;2019;21;2019-06-30;4,4;12,8205
IPV932;Andalucía;Vivienda segunda mano;Variación en lo que va de año;2019;20;2019-03-31;2,5;-43,1818
IPV932;Andalucía;Vivienda segunda mano;Variación en lo que va de año;2019;19;2018-12-31;0,7;-72,0
IPV763;Aragón;General;Índice;2019;22;2019-09-30;118,11;16772,8571
IPV763;Aragón;General;Índice;2019;21;2019-06-30;117,33;-0,6604
IPV763;Aragón;General;Índice;2019;20;2019-03-31;116,22;-0,946
IPV763;Aragón;General;Índice;2019;19;2018-12-31;114,4;-1,566
IPV931;Aragón;General;Variación trimestral;2019;22;2019-09-30;0,7;-99,3881
IPV931;Aragón;General;Variación trimestral;2019;21;2019-06-30;1,0;42,8571
IPV931;Aragón;General;Variación trimestral;2019;20;2019-03-31;1,6;60,0
IPV931;Aragón;General;Variación trimestral;2019;19;2018-12-31;2,2;37,5
IPV930;Aragón;General;Variación anual;2019;22;2019-09-30;5,5;150,0
IPV930;Aragón;General;Variación anual;2019;21;2019-06-30;5,8;5,4545
IPV930;Aragón;General;Variación anual;2019;20;2019-03-31;6,7;15,5172
IPV930;Aragón;General;Variación anual;2019;19;2018-12-31;6,4;-4,4776
IPV929;Aragón;General;Variación en lo que va de año;2019;22;2019-09-30;5,5;-14,0625
IPV929;Aragón;General;Variación en lo que va de año;2019;21;2019-06-30;4,8;-12,7273
IPV929;Aragón;General;Variación en lo que va de año;2019;20;2019-03-31;3,8;-20,8333
IPV929;Aragón;General;Variación en lo que va de año;2019;19;2018-12-31;2,2;-42,1053
IPV762;Aragón;Vivienda nueva;Índice;2019;22;2019-09-30;118,63;5292,2727
IPV762;Aragón;Vivienda nueva;Índice;2019;21;2019-06-30;117,83;-0,6744
IPV762;Aragón;Vivienda nueva;Índice;2019;20;2019-03-31;118,72;0,7553
IPV762;Aragón;Vivienda nueva;Índice;2019;19;2018-12-31;117,3;-1,1961
IPV928;Aragón;Vivienda nueva;Variación trimestral;2019;22;2019-09-30;0,7;-99,4032
IPV928;Aragón;Vivienda nueva;Variación trimestral;2019;21;2019-06-30;-0,8;-214,2857
IPV928;Aragón;Vivienda nueva;Variación trimestral;2019;20;2019-03-31;1,2;-250,0
IPV928;Aragón;Vivienda nueva;Variación trimestral;2019;19;2018-12-31;3,9;225,0
IPV927;Aragón;Vivienda nueva;Variación anual;2019;22;2019-09-30;5,1;30,7692
IPV927;Aragón;Vivienda nueva;Variación anual;2019;21;2019-06-30;5,1;0,0
IPV927;Aragón;Vivienda nueva;Variación anual;2019;20;2019-03-31;9,6;88,2353
IPV927;Aragón;Vivienda nueva;Variación anual;2019;19;2018-12-31;8,3;-13,5417
IPV926;Aragón;Vivienda nueva;Variación en lo que va de año;2019;22;2019-09-30;5,1;-38,5542
IPV926;Aragón;Vivienda nueva;Variación en lo que va de año;2019;21;2019-06-30;4,4;-13,7255
IPV926;Aragón;Vivienda nueva;Variación en lo que va de año;2019;20;2019-03-31;5,2;18,1818
IPV926;Aragón;Vivienda nueva;Variación en lo que va de año;2019;19;2018-12-31;3,9;-25,0
IPV761;Aragón;Vivienda segunda mano;Índice;2019;22;2019-09-30;117,99;2925,3846
IPV761;Aragón;Vivienda segunda mano;Índice;2019;21;2019-06-30;117,22;-0,6526
IPV761;Aragón;Vivienda segunda mano;Índice;2019;20;2019-03-31;115,57;-1,4076
IPV761;Aragón;Vivienda segunda mano;Índice;2019;19;2018-12-31;113,64;-1,67
IPV925;Aragón;Vivienda segunda mano;Variación trimestral;2019;22;2019-09-30;0,7;-99,384
IPV925;Aragón;Vivienda segunda mano;Variación trimestral;2019;21;2019-06-30;1,4;100,0
IPV925;Aragón;Vivienda segunda mano;Variación trimestral;2019;20;2019-03-31;1,7;21,4286
IPV925;Aragón;Vivienda segunda mano;Variación trimestral;2019;19;2018-12-31;1,7;0,0
IPV924;Aragón;Vivienda segunda mano;Variación anual;2019;22;2019-09-30;5,6;229,4118
IPV924;Aragón;Vivienda segunda mano;Variación anual;2019;21;2019-06-30;5,9;5,3571
IPV924;Aragón;Vivienda segunda mano;Variación anual;2019;20;2019-03-31;5,9;0,0
IPV924;Aragón;Vivienda segunda mano;Variación anual;2019;19;2018-12-31;5,9;0,0
IPV923;Aragón;Vivienda segunda mano;Variación en lo que va de año;2019;22;2019-09-30;5,6;-5,0847
IPV923;Aragón;Vivienda segunda mano;Variación en lo que va de año;2019;21;2019-06-30;4,9;-12,5
IPV923;Aragón;Vivienda segunda mano;Variación en lo que va de año;2019;20;2019-03-31;3,4;-30,6122
IPV923;Aragón;Vivienda segunda mano;Variación en lo que va de año;2019;19;2018-12-31;1,7;-50,0
IPV760;Asturias, Principado de;General;Índice;2019;22;2019-09-30;112,22;6501,1765
IPV760;Asturias, Principado de;General;Índice;2019;21;2019-06-30;111,46;-0,6772
IPV760;Asturias, Principado de;General;Índice;2019;20;2019-03-31;110,47;-0,8882
IPV760;Asturias, Principado de;General;Índice;2019;19;2018-12-31;108,08;-2,1635
IPV922;Asturias, Principado de;General;Variación trimestral;2019;22;2019-09-30;0,7;-99,3523
IPV922;Asturias, Principado de;General;Variación trimestral;2019;21;2019-06-30;0,9;28,5714
IPV922;Asturias, Principado de;General;Variación trimestral;2019;20;2019-03-31;2,2;144,4444
IPV922;Asturias, Principado de;General;Variación trimestral;2019;19;2018-12-31;0,5;-77,2727
IPV921;Asturias, Principado de;General;Variación anual;2019;22;2019-09-30;4,3;760,0
IPV921;Asturias, Principado de;General;Variación anual;2019;21;2019-06-30;3,5;-18,6047
IPV921;Asturias, Principado de;General;Variación anual;2019;20;2019-03-31;5,1;45,7143
IPV921;Asturias, Principado de;General;Variación anual;2019;19;2018-12-31;3,8;-25,4902
IPV920;Asturias, Principado de;General;Variación en lo que va de año;2019;22;2019-09-30;4,3;13,1579
IPV920;Asturias, Principado de;General;Variación en lo que va de año;2019;21;2019-06-30;3,6;-16,2791
IPV920;Asturias, Principado de;General;Variación en lo que va de año;2019;20;2019-03-31;2,7;-25,0
IPV920;Asturias, Principado de;General;Variación en lo que va de año;2019;19;2018-12-31;0,5;-81,4815
IPV759;Asturias, Principado de;Vivienda nueva;Índice;2019;22;2019-09-30;119,99;23898,0
IPV759;Asturias, Principado de;Vivienda nueva;Índice;2019;21;2019-06-30;117,62;-1,9752
IPV759;Asturias, Principado de;Vivienda nueva;Índice;2019;20;2019-03-31;118,22;0,5101
IPV759;Asturias, Principado de;Vivienda nueva;Índice;2019;19;2018-12-31;116,2;-1,7087
IPV919;Asturias, Principado de;Vivienda nueva;Variación trimestral;2019;22;2019-09-30;2,0;-98,2788
IPV919;Asturias, Principado de;Vivienda nueva;Variación trimestral;2019;21;2019-06-30;-0,5;-125,0
IPV919;Asturias, Principado de;Vivienda nueva;Variación trimestral;2019;20;2019-03-31;1,7;-440,0
IPV919;Asturias, Principado de;Vivienda nueva;Variación trimestral;2019;19;2018-12-31;0,0;-100,0
IPV918;Asturias, Principado de;Vivienda nueva;Variación anual;2019;22;2019-09-30;3,3;
IPV918;Asturias, Principado de;Vivienda nueva;Variación anual;2019;21;2019-06-30;5,2;57,5758
IPV918;Asturias, Principado de;Vivienda nueva;Variación anual;2019;20;2019-03-31;8,3;59,6154
IPV918;Asturias, Principado de;Vivienda nueva;Variación anual;2019;19;2018-12-31;7,2;-13,253
IPV917;Asturias, Principado de;Vivienda nueva;Variación en lo que va de año;2019;22;2019-09-30;3,3;-54,1667
IPV917;Asturias, Principado de;Vivienda nueva;Variación en lo que va de año;2019;21;2019-06-30;1,2;-63,6364
IPV917;Asturias, Principado de;Vivienda nueva;Variación en lo que va de año;2019;20;2019-03-31;1,8;50,0
IPV917;Asturias, Principado de;Vivienda nueva;Variación en lo que va de año;2019;19;2018-12-31;0,0;-100,0
IPV758;Asturias, Principado de;Vivienda segunda mano;Índice;2019;22;2019-09-30;111,06;
IPV758;Asturias, Principado de;Vivienda segunda mano;Índice;2019;21;2019-06-30;110,53;-0,4772
IPV758;Asturias, Principado de;Vivienda segunda mano;Índice;2019;20;2019-03-31;109,31;-1,1038
IPV758;Asturias, Principado de;Vivienda segunda mano;Índice;2019;19;2018-12-31;106,87;-2,2322
IPV916;Asturias, Principado de;Vivienda segunda mano;Variación trimestral;2019;22;2019-09-30;0,5;-99,5321
IPV916;Asturias, Principado de;Vivienda segunda mano;Variación trimestral;2019;21;2019-06-30;1,1;120,0
IPV916;Asturias, Principado de;Vivienda segunda mano;Variación trimestral;2019;20;2019-03-31;2,3;109,0909
IPV916;Asturias, Principado de;Vivienda segunda mano;Variación trimestral;2019;19;2018-12-31;0,5;-78,2609
IPV915;Asturias, Principado de;Vivienda segunda mano;Variación anual;2019;22;2019-09-30;4,5;800,0
IPV915;Asturias, Principado de;Vivienda segunda mano;Variación anual;2019;21;2019-06-30;3,3;-26,6667
IPV915;Asturias, Principado de;Vivienda segunda mano;Variación anual;2019;20;2019-03-31;4,7;42,4242
IPV915;Asturias, Principado de;Vivienda segunda mano;Variación anual;2019;19;2018-12-31;3,3;-29,7872
IPV914;Asturias, Principado de;Vivienda segunda mano;Variación en lo que va de año;2019;22;2019-09-30;4,5;36,3636
IPV914;Asturias, Principado de;Vivienda segunda mano;Variación en lo que va de año;2019;21;2019-06-30;4,0;-11,1111
IPV914;Asturias, Principado de;Vivienda segunda mano;Variación en lo que va de año;2019;20;2019-03-31;2,8;-30,0
IPV914;Asturias, Principado de;Vivienda segunda mano;Variación en lo que va de año;2019;19;2018-12-31;0,5;-82,1429
IPV757;Balears, Illes;General;Índice;2019;22;2019-09-30;133,14;26528,0
IPV757;Balears, Illes;General;Índice;2019;21;2019-06-30;133,92;0,5858
IPV757;Balears, Illes;General;Índice;2019;20;2019-03-31;128,18;-4,2861
IPV757;Balears, Illes;General;Índice;2019;19;2018-12-31;127,15;-0,8036
IPV913;Balears, Illes;General;Variación trimestral;2019;22;2019-09-30;-0,6;-100,4719
IPV913;Balears, Illes;General;Variación trimestral;2019;21;2019-06-30;4,5;-850,0
IPV913;Balears, Illes;General;Variación trimestral;2019;20;2019-03-31;0,8;-82,2222
IPV913;Balears, Illes;General;Variación trimestral;2019;19;2018-12-31;0,8;0,0
IPV912;Balears, Illes;General;Variación anual;2019;22;2019-09-30;5,5;587,5
IPV912;Balears, Illes;General;Variación anual;2019;21;2019-06-30;6,0;9,0909
IPV912;Balears, Illes;General;Variación anual;2019;20;2019-03-31;5,3;-11,6667
IPV912;Balears, Illes;General;Variación anual;2019;19;2018-12-31;7,3;37,7358
IPV911;Balears, Illes;General;Variación en lo que va de año;2019;22;2019-09-30;5,5;-24,6575
IPV911;Balears, Illes;General;Variación en lo que va de año;2019;21;2019-06-30;6,1;10,9091
IPV911;Balears, Illes;General;Variación en lo que va de año;2019;20;2019-03-31;1,6;-73,7705
IPV911;Balears, Illes;General;Variación en lo que va de año;2019;19;2018-12-31;0,8;-50,0
IPV756;Balears, Illes;Vivienda nueva;Índice;2019;22;2019-09-30;134,6;16725,0
IPV756;Balears, Illes;Vivienda nueva;Índice;2019;21;2019-06-30;130,3;-3,1947
IPV756;Balears, Illes;Vivienda nueva;Índice;2019;20;2019-03-31;124,38;-4,5434
IPV756;Balears, Illes;Vivienda nueva;Índice;2019;19;2018-12-31;126,04;1,3346
IPV910;Balears, Illes;Vivienda nueva;Variación trimestral;2019;22;2019-09-30;3,3;-97,3818
IPV910;Balears, Illes;Vivienda nueva;Variación trimestral;2019;21;2019-06-30;4,8;45,4545
IPV910;Balears, Illes;Vivienda nueva;Variación trimestral;2019;20;2019-03-31;-1,3;-127,0833
IPV910;Balears, Illes;Vivienda nueva;Variación trimestral;2019;19;2018-12-31;2,4;-284,6154
IPV909;Balears, Illes;Vivienda nueva;Variación anual;2019;22;2019-09-30;9,4;291,6667
IPV909;Balears, Illes;Vivienda nueva;Variación anual;2019;21;2019-06-30;8,5;-9,5745
IPV909;Balears, Illes;Vivienda nueva;Variación anual;2019;20;2019-03-31;3,7;-56,4706
IPV909;Balears, Illes;Vivienda nueva;Variación anual;2019;19;2018-12-31;10,0;170,2703
IPV908;Balears, Illes;Vivienda nueva;Variación en lo que va de año;2019;22;2019-09-30;9,4;-6,0
IPV908;Balears, Illes;Vivienda nueva;Variación en lo que va de año;2019;21;2019-06-30;5,9;-37,234
IPV908;Balears, Illes;Vivienda nueva;Variación en lo que va de año;2019;20;2019-03-31;1,1;-81,3559
IPV908;Balears, Illes;Vivienda nueva;Variación en lo que va de año;2019;19;2018-12-31;2,4;118,1818
IPV755;Balears, Illes;Vivienda segunda mano;Índice;2019;22;2019-09-30;133,19;5449,5833
IPV755;Balears, Illes;Vivienda segunda mano;Índice;2019;21;2019-06-30;134,37;0,886
IPV755;Balears, Illes;Vivienda segunda mano;Índice;2019;20;2019-03-31;128,64;-4,2643
IPV755;Balears, Illes;Vivienda segunda mano;Índice;2019;19;2018-12-31;127,4;-0,9639
IPV907;Balears, Illes;Vivienda segunda mano;Variación trimestral;2019;22;2019-09-30;-0,9;-100,7064
IPV907;Balears, Illes;Vivienda segunda mano;Variación trimestral;2019;21;2019-06-30;4,5;-600,0
IPV907;Balears, Illes;Vivienda segunda mano;Variación trimestral;2019;20;2019-03-31;1,0;-77,7778
IPV907;Balears, Illes;Vivienda segunda mano;Variación trimestral;2019;19;2018-12-31;0,6;-40,0
IPV906;Balears, Illes;Vivienda segunda mano;Variación anual;2019;22;2019-09-30;5,2;766,6667
IPV906;Balears, Illes;Vivienda segunda mano;Variación anual;2019;21;2019-06-30;5,8;11,5385
IPV906;Balears, Illes;Vivienda segunda mano;Variación anual;2019;20;2019-03-31;5,4;-6,8966
IPV906;Balears, Illes;Vivienda segunda mano;Variación anual;2019;19;2018-12-31;7,1;31,4815
IPV905;Balears, Illes;Vivienda segunda mano;Variación en lo que va de año;2019;22;2019-09-30;5,2;-26,7606
IPV905;Balears, Illes;Vivienda segunda mano;Variación en lo que va de año;2019;21;2019-06-30;6,2;19,2308
IPV905;Balears, Illes;Vivienda segunda mano;Variación en lo que va de año;2019;20;2019-03-31;1,6;-74,1935
IPV905;Balears, Illes;Vivienda segunda mano;Variación en lo que va de año;2019;19;2018-12-31;0,6;-62,5
IPV754;Canarias;General;Índice;2019;22;2019-09-30;118,34;19623,3333
IPV754;Canarias;General;Índice;2019;21;2019-06-30;118,1;-0,2028
IPV754;Canarias;General;Índice;2019;20;2019-03-31;116,97;-0,9568
IPV754;Canarias;General;Índice;2019;19;2018-12-31;116,93;-0,0342
IPV904;Canarias;General;Variación trimestral;2019;22;2019-09-30;0,2;-99,829
IPV904;Canarias;General;Variación trimestral;2019;21;2019-06-30;1,0;400,0
IPV904;Canarias;General;Variación trimestral;2019;20;2019-03-31;0,0;-100,0
IPV904;Canarias;General;Variación trimestral;2019;19;2018-12-31;1,8;
IPV903;Canarias;General;Variación anual;2019;22;2019-09-30;3,1;72,2222
IPV903;Canarias;General;Variación anual;2019;21;2019-06-30;3,8;22,5806
IPV903;Canarias;General;Variación anual;2019;20;2019-03-31;3,2;-15,7895
IPV903;Canarias;General;Variación anual;2019;19;2018-12-31;5,2;62,5
IPV902;Canarias;General;Variación en lo que va de año;2019;22;2019-09-30;3,1;-40,3846
IPV902;Canarias;General;Variación en lo que va de año;2019;21;2019-06-30;2,8;-9,6774
IPV902;Canarias;General;Variación en lo que va de año;2019;20;2019-03-31;1,9;-32,1429
IPV902;Canarias;General;Variación en lo que va de año;2019;19;2018-12-31;1,8;-5,2632
IPV753;Canarias;Vivienda nueva;Índice;2019;22;2019-09-30;122,89;6727,2222
IPV753;Canarias;Vivienda nueva;Índice;2019;21;2019-06-30;122,23;-0,5371
IPV753;Canarias;Vivienda nueva;Índice;2019;20;2019-03-31;121,51;-0,5891
IPV753;Canarias;Vivienda nueva;Índice;2019;19;2018-12-31;124,12;2,148
IPV901;Canarias;Vivienda nueva;Variación trimestral;2019;22;2019-09-30;0,5;-99,5972
IPV901;Canarias;Vivienda nueva;Variación trimestral;2019;21;2019-06-30;0,6;20,0
IPV901;Canarias;Vivienda nueva;Variación trimestral;2019;20;2019-03-31;-2,1;-450,0
IPV901;Canarias;Vivienda nueva;Variación trimestral;2019;19;2018-12-31;3,1;-247,619
IPV900;Canarias;Vivienda nueva;Variación anual;2019;22;2019-09-30;2,1;-32,2581
IPV900;Canarias;Vivienda nueva;Variación anual;2019;21;2019-06-30;4,9;133,3333
IPV900;Canarias;Vivienda nueva;Variación anual;2019;20;2019-03-31;5,4;10,2041
IPV900;Canarias;Vivienda nueva;Variación anual;2019;19;2018-12-31;8,8;62,963
IPV899;Canarias;Vivienda nueva;Variación en lo que va de año;2019;22;2019-09-30;2,1;-76,1364
IPV899;Canarias;Vivienda nueva;Variación en lo que va de año;2019;21;2019-06-30;1,5;-28,5714
IPV899;Canarias;Vivienda nueva;Variación en lo que va de año;2019;20;2019-03-31;0,9;-40,0
IPV899;Canarias;Vivienda nueva;Variación en lo que va de año;2019;19;2018-12-31;3,1;244,4444
IPV752;Canarias;Vivienda segunda mano;Índice;2019;22;2019-09-30;117,84;3701,2903
IPV752;Canarias;Vivienda segunda mano;Índice;2019;21;2019-06-30;117,63;-0,1782
IPV752;Canarias;Vivienda segunda mano;Índice;2019;20;2019-03-31;116,47;-0,9861
IPV752;Canarias;Vivienda segunda mano;Índice;2019;19;2018-12-31;116,21;-0,2232
IPV898;Canarias;Vivienda segunda mano;Variación trimestral;2019;22;2019-09-30;0,2;-99,8279
IPV898;Canarias;Vivienda segunda mano;Variación trimestral;2019;21;2019-06-30;1,0;400,0
IPV898;Canarias;Vivienda segunda mano;Variación trimestral;2019;20;2019-03-31;0,2;-80,0
IPV898;Canarias;Vivienda segunda mano;Variación trimestral;2019;19;2018-12-31;1,7;750,0
IPV897;Canarias;Vivienda segunda mano;Variación anual;2019;22;2019-09-30;3,1;82,3529
IPV897;Canarias;Vivienda segunda mano;Variación anual;2019;21;2019-06-30;3,7;19,3548
IPV897;Canarias;Vivienda segunda mano;Variación anual;2019;20;2019-03-31;3,0;-18,9189
IPV897;Canarias;Vivienda segunda mano;Variación anual;2019;19;2018-12-31;4,9;63,3333
IPV896;Canarias;Vivienda segunda mano;Variación en lo que va de año;2019;22;2019-09-30;3,1;-36,7347
IPV896;Canarias;Vivienda segunda mano;Variación en lo que va de año;2019;21;2019-06-30;2,9;-6,4516
IPV896;Canarias;Vivienda segunda mano;Variación en lo que va de año;2019;20;2019-03-31;1,9;-34,4828
IPV896;Canarias;Vivienda segunda mano;Variación en lo que va de año;2019;19;2018-12-31;1,7;-10,5263
IPV751;Cantabria;General;Índice;2019;22;2019-09-30;117,03;6784,1176
IPV751;Cantabria;General;Índice;2019;21;2019-06-30;116,59;-0,376
IPV751;Cantabria;General;Índice;2019;20;2019-03-31;115,96;-0,5404
IPV751;Cantabria;General;Índice;2019;19;2018-12-31;116,11;0,1294
IPV895;Cantabria;General;Variación trimestral;2019;22;2019-09-30;0,4;-99,6555
IPV895;Cantabria;General;Variación trimestral;2019;21;2019-06-30;0,5;25,0
IPV895;Cantabria;General;Variación trimestral;2019;20;2019-03-31;-0,1;-120,0
IPV895;Cantabria;General;Variación trimestral;2019;19;2018-12-31;1,3;-1400,0
IPV894;Cantabria;General;Variación anual;2019;22;2019-09-30;2,1;61,5385
IPV894;Cantabria;General;Variación anual;2019;21;2019-06-30;2,4;14,2857
IPV894;Cantabria;General;Variación anual;2019;20;2019-03-31;2,2;-8,3333
IPV894;Cantabria;General;Variación anual;2019;19;2018-12-31;5,7;159,0909
IPV893;Cantabria;General;Variación en lo que va de año;2019;22;2019-09-30;2,1;-63,1579
IPV893;Cantabria;General;Variación en lo que va de año;2019;21;2019-06-30;1,8;-14,2857
IPV893;Cantabria;General;Variación en lo que va de año;2019;20;2019-03-31;1,2;-33,3333
IPV893;Cantabria;General;Variación en lo que va de año;2019;19;2018-12-31;1,3;8,3333
IPV750;Cantabria;Vivienda nueva;Índice;2019;22;2019-09-30;114,5;8707,6923
IPV750;Cantabria;Vivienda nueva;Índice;2019;21;2019-06-30;115,36;0,7511
IPV750;Cantabria;Vivienda nueva;Índice;2019;20;2019-03-31;115,01;-0,3034
IPV750;Cantabria;Vivienda nueva;Índice;2019;19;2018-12-31;119,63;4,017
IPV892;Cantabria;Vivienda nueva;Variación trimestral;2019;22;2019-09-30;-0,7;-100,5851
IPV892;Cantabria;Vivienda nueva;Variación trimestral;2019;21;2019-06-30;0,3;-142,8571
IPV892;Cantabria;Vivienda nueva;Variación trimestral;2019;20;2019-03-31;-3,9;-1400,0
IPV892;Cantabria;Vivienda nueva;Variación trimestral;2019;19;2018-12-31;6,1;-256,4103
IPV891;Cantabria;Vivienda nueva;Variación anual;2019;22;2019-09-30;1,6;-73,7705
IPV891;Cantabria;Vivienda nueva;Variación anual;2019;21;2019-06-30;2,1;31,25
IPV891;Cantabria;Vivienda nueva;Variación anual;2019;20;2019-03-31;4,7;123,8095
IPV891;Cantabria;Vivienda nueva;Variación anual;2019;19;2018-12-31;11,8;151,0638
IPV890;Cantabria;Vivienda nueva;Variación en lo que va de año;2019;22;2019-09-30;1,6;-86,4407
IPV890;Cantabria;Vivienda nueva;Variación en lo que va de año;2019;21;2019-06-30;2,3;43,75
IPV890;Cantabria;Vivienda nueva;Variación en lo que va de año;2019;20;2019-03-31;2,0;-13,0435
IPV890;Cantabria;Vivienda nueva;Variación en lo que va de año;2019;19;2018-12-31;6,1;205,0
IPV749;Cantabria;Vivienda segunda mano;Índice;2019;22;2019-09-30;117,49;1826,0656
IPV749;Cantabria;Vivienda segunda mano;Índice;2019;21;2019-06-30;116,86;-0,5362
IPV749;Cantabria;Vivienda segunda mano;Índice;2019;20;2019-03-31;116,18;-0,5819
IPV749;Cantabria;Vivienda segunda mano;Índice;2019;19;2018-12-31;115,64;-0,4648
IPV889;Cantabria;Vivienda segunda mano;Variación trimestral;2019;22;2019-09-30;0,5;-99,5676
