COD;CCAA;Tipo_Vivienda;Metrica;Anyo;FK_Periodo;Fecha_Fecha;Valor;Variacion_Interanual_IPV
IPV870;Castilla - La Mancha;Vivienda segunda mano;Variación anual;2011;19;2010-12-31;-6,0;-34,7826
IPV869;Castilla - La Mancha;Vivienda segunda mano;Variación en lo que va de año;2011;22;2011-09-30;-13,5;125,0
IPV869;Castilla - La Mancha;Vivienda segunda mano;Variación en lo que va de año;2011;21;2011-06-30;-9,4;-30,3704
IPV869;Castilla - La Mancha;Vivienda segunda mano;Variación en lo que va de año;2011;20;2011-03-31;-7,9;-15,9574
IPV869;Castilla - La Mancha;Vivienda segunda mano;Variación en lo que va de año;2011;19;2010-12-31;-6,1;-22,7848
IPV742;Cataluña;General;Índice;2011;22;2011-09-30;118,62;-2044,5902
IPV742;Cataluña;General;Índice;2011;21;2011-06-30;124,83;5,2352
IPV742;Cataluña;General;Índice;2011;20;2011-03-31;130,07;4,1977
IPV742;Cataluña;General;Índice;2011;19;2010-12-31;132,58;1,9297
IPV868;Cataluña;General;Variación trimestral;2011;22;2011-09-30;-5,0;-103,7713
IPV868;Cataluña;General;Variación trimestral;2011;21;2011-06-30;-4,0;-20,0
IPV868;Cataluña;General;Variación trimestral;2011;20;2011-03-31;-1,9;-52,5
IPV868;Cataluña;General;Variación trimestral;2011;19;2010-12-31;-4,2;121,0526
IPV867;Cataluña;General;Variación anual;2011;22;2011-09-30;-14,3;240,4762
IPV867;Cataluña;General;Variación anual;2011;21;2011-06-30;-10,3;-27,972
IPV867;Cataluña;General;Variación anual;2011;20;2011-03-31;-8,2;-20,3883
IPV867;Cataluña;General;Variación anual;2011;19;2010-12-31;-5,5;-32,9268
IPV866;Cataluña;General;Variación en lo que va de año;2011;22;2011-09-30;-14,3;160,0
IPV866;Cataluña;General;Variación en lo que va de año;2011;21;2011-06-30;-9,8;-31,4685
IPV866;Cataluña;General;Variación en lo que va de año;2011;20;2011-03-31;-6,0;-38,7755
IPV866;Cataluña;General;Variación en lo que va de año;2011;19;2010-12-31;-4,2;-30,0
IPV741;Cataluña;Vivienda nueva;Índice;2011;22;2011-09-30;110,24;-2724,7619
IPV741;Cataluña;Vivienda nueva;Índice;2011;21;2011-06-30;117,94;6,9848
IPV741;Cataluña;Vivienda nueva;Índice;2011;20;2011-03-31;121,62;3,1202
IPV741;Cataluña;Vivienda nueva;Índice;2011;19;2010-12-31;125,61;3,2807
IPV865;Cataluña;Vivienda nueva;Variación trimestral;2011;22;2011-09-30;-6,5;-105,1747
IPV865;Cataluña;Vivienda nueva;Variación trimestral;2011;21;2011-06-30;-3,0;-53,8462
IPV865;Cataluña;Vivienda nueva;Variación trimestral;2011;20;2011-03-31;-3,2;6,6667
IPV865;Cataluña;Vivienda nueva;Variación trimestral;2011;19;2010-12-31;-1,3;-59,375
IPV864;Cataluña;Vivienda nueva;Variación anual;2011;22;2011-09-30;-13,3;923,0769
IPV864;Cataluña;Vivienda nueva;Variación anual;2011;21;2011-06-30;-7,5;-43,609
IPV864;Cataluña;Vivienda nueva;Variación anual;2011;20;2011-03-31;-5,8;-22,6667
IPV864;Cataluña;Vivienda nueva;Variación anual;2011;19;2010-12-31;-2,2;-62,069
IPV863;Cataluña;Vivienda nueva;Variación en lo que va de año;2011;22;2011-09-30;-13,3;504,5455
IPV863;Cataluña;Vivienda nueva;Variación en lo que va de año;2011;21;2011-06-30;-7,3;-45,1128
IPV863;Cataluña;Vivienda nueva;Variación en lo que va de año;2011;20;2011-03-31;-4,4;-39,726
IPV863;Cataluña;Vivienda nueva;Variación en lo que va de año;2011;19;2010-12-31;-1,3;-70,4545
IPV740;Cataluña;Vivienda segunda mano;Índice;2011;22;2011-09-30;120,89;-9399,2308
IPV740;Cataluña;Vivienda segunda mano;Índice;2011;21;2011-06-30;126,21;4,4007
IPV740;Cataluña;Vivienda segunda mano;Índice;2011;20;2011-03-31;132,17;4,7223
IPV740;Cataluña;Vivienda segunda mano;Índice;2011;19;2010-12-31;133,87;1,2862
IPV862;Cataluña;Vivienda segunda mano;Variación trimestral;2011;22;2011-09-30;-4,2;-103,1374
IPV862;Cataluña;Vivienda segunda mano;Variación trimestral;2011;21;2011-06-30;-4,5;7,1429
IPV862;Cataluña;Vivienda segunda mano;Variación trimestral;2011;20;2011-03-31;-1,3;-71,1111
IPV862;Cataluña;Vivienda segunda mano;Variación trimestral;2011;19;2010-12-31;-5,6;330,7692
IPV861;Cataluña;Vivienda segunda mano;Variación anual;2011;22;2011-09-30;-14,8;164,2857
IPV861;Cataluña;Vivienda segunda mano;Variación anual;2011;21;2011-06-30;-11,7;-20,9459
IPV861;Cataluña;Vivienda segunda mano;Variación anual;2011;20;2011-03-31;-9,4;-19,6581
IPV861;Cataluña;Vivienda segunda mano;Variación anual;2011;19;2010-12-31;-7,0;-25,5319
IPV860;Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011;22;2011-09-30;-14,8;111,4286
IPV860;Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011;21;2011-06-30;-11,0;-25,6757
IPV860;Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011;20;2011-03-31;-6,8;-38,1818
IPV860;Cataluña;Vivienda segunda mano;Variación en lo que va de año;2011;19;2010-12-31;-5,6;-17,6471
IPV739;Comunitat Valenciana;General;Índice;2011;22;2011-09-30;118,46;-2215,3571
IPV739;Comunitat Valenciana;General;Índice;2011;21;2011-06-30;121,24;2,3468
IPV739;Comunitat Valenciana;General;Índice;2011;20;2011-03-31;125,63;3,6209
IPV739;Comunitat Valenciana;General;Índice;2011;19;2010-12-31;127,29;1,3213
IPV859;Comunitat Valenciana;General;Variación trimestral;2011;22;2011-09-30;-2,3;-101,8069
IPV859;Comunitat Valenciana;General;Variación trimestral;2011;21;2011-06-30;-3,5;52,1739
IPV859;Comunitat Valenciana;General;Variación trimestral;2011;20;2011-03-31;-1,3;-62,8571
IPV859;Comunitat Valenciana;General;Variación trimestral;2011;19;2010-12-31;-3,0;130,7692
IPV858;Comunitat Valenciana;General;Variación anual;2011;22;2011-09-30;-9,8;226,6667
IPV858;Comunitat Valenciana;General;Variación anual;2011;21;2011-06-30;-8,4;-14,2857
IPV858;Comunitat Valenciana;General;Variación anual;2011;20;2011-03-31;-7,2;-14,2857
IPV858;Comunitat Valenciana;General;Variación anual;2011;19;2010-12-31;-4,4;-38,8889
IPV857;Comunitat Valenciana;General;Variación en lo que va de año;2011;22;2011-09-30;-9,8;122,7273
IPV857;Comunitat Valenciana;General;Variación en lo que va de año;2011;21;2011-06-30;-7,6;-22,449
IPV857;Comunitat Valenciana;General;Variación en lo que va de año;2011;20;2011-03-31;-4,3;-43,4211
IPV857;Comunitat Valenciana;General;Variación en lo que va de año;2011;19;2010-12-31;-3,0;-30,2326
IPV738;Comunitat Valenciana;Vivienda nueva;Índice;2011;22;2011-09-30;114,82;-3927,3333
IPV738;Comunitat Valenciana;Vivienda nueva;Índice;2011;21;2011-06-30;117,14;2,0206
IPV738;Comunitat Valenciana;Vivienda nueva;Índice;2011;20;2011-03-31;120,87;3,1842
IPV738;Comunitat Valenciana;Vivienda nueva;Índice;2011;19;2010-12-31;122,47;1,3237
IPV856;Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011;22;2011-09-30;-2,0;-101,6331
IPV856;Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011;21;2011-06-30;-3,1;55,0
IPV856;Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011;20;2011-03-31;-1,3;-58,0645
IPV856;Comunitat Valenciana;Vivienda nueva;Variación trimestral;2011;19;2010-12-31;-1,2;-7,6923
IPV855;Comunitat Valenciana;Vivienda nueva;Variación anual;2011;22;2011-09-30;-7,4;516,6667
IPV855;Comunitat Valenciana;Vivienda nueva;Variación anual;2011;21;2011-06-30;-7,1;-4,0541
IPV855;Comunitat Valenciana;Vivienda nueva;Variación anual;2011;20;2011-03-31;-6,1;-14,0845
IPV855;Comunitat Valenciana;Vivienda nueva;Variación anual;2011;19;2010-12-31;-3,0;-50,8197
IPV854;Comunitat Valenciana;Vivienda nueva;Variación en lo que va de año;2011;22;2011-09-30;-7,4;146,6667
IPV854;Comunitat Valenciana;Vivienda nueva;Variación en lo que va de año;2011;21;2011-06-30;-5,5;-25,6757
IPV854;Comunitat Valenciana;Vivienda nueva;Variación en lo que va de año;2011;20;2011-03-31;-2,5;-54,5455
IPV854;Comunitat Valenciana;Vivienda nueva;Variación en lo que va de año;2011;19;2010-12-31;-1,2;-52,0
IPV737;Comunitat Valenciana;Vivienda segunda mano;Índice;2011;22;2011-09-30;119,46;-10055,0
IPV737;Comunitat Valenciana;Vivienda segunda mano;Índice;2011;21;2011-06-30;122,7;2,7122
IPV737;Comunitat Valenciana;Vivienda segunda mano;Índice;2011;20;2011-03-31;127,75;4,1157
IPV737;Comunitat Valenciana;Vivienda segunda mano;Índice;2011;19;2010-12-31;129,45;1,3307
IPV853;Comunitat Valenciana;Vivienda segunda mano;Variación trimestral;2011;22;2011-09-30;-2,6;-102,0085
IPV853;Comunitat Valenciana;Vivienda segunda mano;Variación trimestral;2011;21;2011-06-30;-3,9;50,0
IPV853;Comunitat Valenciana;Vivienda segunda mano;Variación trimestral;2011;20;2011-03-31;-1,3;-66,6667
IPV853;Comunitat Valenciana;Vivienda segunda mano;Variación trimestral;2011;19;2010-12-31;-4,9;276,9231
IPV852;Comunitat Valenciana;Vivienda segunda mano;Variación anual;2011;22;2011-09-30;-12,3;151,0204
IPV852;Comunitat Valenciana;Vivienda segunda mano;Variación anual;2011;21;2011-06-30;-9,5;-22,7642
IPV852;Comunitat Valenciana;Vivienda segunda mano;Variación anual;2011;20;2011-03-31;-8,2;-13,6842
IPV852;Comunitat Valenciana;Vivienda segunda mano;Variación anual;2011;19;2010-12-31;-5,9;-28,0488
IPV851;Comunitat Valenciana;Vivienda segunda mano;Variación en lo que va de año;2011;22;2011-09-30;-12,3;108,4746
IPV851;Comunitat Valenciana;Vivienda segunda mano;Variación en lo que va de año;2011;21;2011-06-30;-9,9;-19,5122
IPV851;Comunitat Valenciana;Vivienda segunda mano;Variación en lo que va de año;2011;20;2011-03-31;-6,2;-37,3737
IPV851;Comunitat Valenciana;Vivienda segunda mano;Variación en lo que va de año;2011;19;2010-12-31;-4,9;-20,9677
IPV736;Extremadura;General;Índice;2011;22;2011-09-30;127,53;-2702,6531
IPV736;Extremadura;General;Índice;2011;21;2011-06-30;131,29;2,9483
IPV736;Extremadura;General;Índice;2011;20;2011-03-31;131,73;0,3351
IPV736;Extremadura;General;Índice;2011;19;2010-12-31;132,5;0,5845
IPV850;Extremadura;General;Variación trimestral;2011;22;2011-09-30;-2,9;-102,1887
IPV850;Extremadura;General;Variación trimestral;2011;21;2011-06-30;-0,3;-89,6552
IPV850;Extremadura;General;Variación trimestral;2011;20;2011-03-31;-0,6;100,0
IPV850;Extremadura;General;Variación trimestral;2011;19;2010-12-31;-4,4;633,3333
IPV849;Extremadura;General;Variación anual;2011;22;2011-09-30;-8,0;81,8182
IPV849;Extremadura;General;Variación anual;2011;21;2011-06-30;-4,7;-41,25
IPV849;Extremadura;General;Variación anual;2011;20;2011-03-31;-7,8;65,9574
IPV849;Extremadura;General;Variación anual;2011;19;2010-12-31;-3,7;-52,5641
IPV848;Extremadura;General;Variación en lo que va de año;2011;22;2011-09-30;-8,0;116,2162
IPV848;Extremadura;General;Variación en lo que va de año;2011;21;2011-06-30;-5,3;-33,75
IPV848;Extremadura;General;Variación en lo que va de año;2011;20;2011-03-31;-5,0;-5,6604
IPV848;Extremadura;General;Variación en lo que va de año;2011;19;2010-12-31;-4,4;-12,0
IPV735;Extremadura;Vivienda nueva;Índice;2011;22;2011-09-30;129,71;-3047,9545
IPV735;Extremadura;Vivienda nueva;Índice;2011;21;2011-06-30;132,65;2,2666
IPV735;Extremadura;Vivienda nueva;Índice;2011;20;2011-03-31;132,84;0,1432
IPV735;Extremadura;Vivienda nueva;Índice;2011;19;2010-12-31;133,89;0,7904
IPV847;Extremadura;Vivienda nueva;Variación trimestral;2011;22;2011-09-30;-2,2;-101,6431
IPV847;Extremadura;Vivienda nueva;Variación trimestral;2011;21;2011-06-30;-0,1;-95,4545
IPV847;Extremadura;Vivienda nueva;Variación trimestral;2011;20;2011-03-31;-0,8;700,0
IPV847;Extremadura;Vivienda nueva;Variación trimestral;2011;19;2010-12-31;-1,9;137,5
IPV846;Extremadura;Vivienda nueva;Variación anual;2011;22;2011-09-30;-5,0;163,1579
IPV846;Extremadura;Vivienda nueva;Variación anual;2011;21;2011-06-30;-2,4;-52,0
IPV846;Extremadura;Vivienda nueva;Variación anual;2011;20;2011-03-31;-6,3;162,5
IPV846;Extremadura;Vivienda nueva;Variación anual;2011;19;2010-12-31;-1,4;-77,7778
IPV845;Extremadura;Vivienda nueva;Variación en lo que va de año;2011;22;2011-09-30;-5,0;257,1429
IPV845;Extremadura;Vivienda nueva;Variación en lo que va de año;2011;21;2011-06-30;-2,8;-44,0
IPV845;Extremadura;Vivienda nueva;Variación en lo que va de año;2011;20;2011-03-31;-2,7;-3,5714
IPV845;Extremadura;Vivienda nueva;Variación en lo que va de año;2011;19;2010-12-31;-1,9;-29,6296
IPV734;Extremadura;Vivienda segunda mano;Índice;2011;22;2011-09-30;125,51;-6705,7895
IPV734;Extremadura;Vivienda segunda mano;Índice;2011;21;2011-06-30;130,56;4,0236
IPV734;Extremadura;Vivienda segunda mano;Índice;2011;20;2011-03-31;131,37;0,6204
IPV734;Extremadura;Vivienda segunda mano;Índice;2011;19;2010-12-31;131,72;0,2664
IPV844;Extremadura;Vivienda segunda mano;Variación trimestral;2011;22;2011-09-30;-3,9;-102,9608
IPV844;Extremadura;Vivienda segunda mano;Variación trimestral;2011;21;2011-06-30;-0,6;-84,6154
IPV844;Extremadura;Vivienda segunda mano;Variación trimestral;2011;20;2011-03-31;-0,3;-50,0
IPV844;Extremadura;Vivienda segunda mano;Variación trimestral;2011;19;2010-12-31;-8,0;2566,6667
IPV843;Extremadura;Vivienda segunda mano;Variación anual;2011;22;2011-09-30;-12,4;55,0
IPV843;Extremadura;Vivienda segunda mano;Variación anual;2011;21;2011-06-30;-8,1;-34,6774
IPV843;Extremadura;Vivienda segunda mano;Variación anual;2011;20;2011-03-31;-10,0;23,4568
IPV843;Extremadura;Vivienda segunda mano;Variación anual;2011;19;2010-12-31;-7,2;-28,0
IPV842;Extremadura;Vivienda segunda mano;Variación en lo que va de año;2011;22;2011-09-30;-12,4;72,2222
IPV842;Extremadura;Vivienda segunda mano;Variación en lo que va de año;2011;21;2011-06-30;-8,8;-29,0323
IPV842;Extremadura;Vivienda segunda mano;Variación en lo que va de año;2011;20;2011-03-31;-8,3;-5,6818
IPV842;Extremadura;Vivienda segunda mano;Variación en lo que va de año;2011;19;2010-12-31;-8,0;-3,6145
IPV733;Galicia;General;Índice;2011;22;2011-09-30;124,97;-1662,125
IPV733;Galicia;General;Índice;2011;21;2011-06-30;128,34;2,6966
IPV733;Galicia;General;Índice;2011;20;2011-03-31;131,2;2,2285
IPV733;Galicia;General;Índice;2011;19;2010-12-31;131,89;0,5259
IPV841;Galicia;General;Variación trimestral;2011;22;2011-09-30;-2,6;-101,9713
IPV841;Galicia;General;Variación trimestral;2011;21;2011-06-30;-2,2;-15,3846
IPV841;Galicia;General;Variación trimestral;2011;20;2011-03-31;-0,5;-77,2727
IPV841;Galicia;General;Variación trimestral;2011;19;2010-12-31;-2,8;460,0
IPV840;Galicia;General;Variación anual;2011;22;2011-09-30;-7,9;182,1429
IPV840;Galicia;General;Variación anual;2011;21;2011-06-30;-4,0;-49,3671
IPV840;Galicia;General;Variación anual;2011;20;2011-03-31;-5,5;37,5
IPV840;Galicia;General;Variación anual;2011;19;2010-12-31;-3,0;-45,4545
IPV839;Galicia;General;Variación en lo que va de año;2011;22;2011-09-30;-7,9;163,3333
IPV839;Galicia;General;Variación en lo que va de año;2011;21;2011-06-30;-5,4;-31,6456
IPV839;Galicia;General;Variación en lo que va de año;2011;20;2011-03-31;-3,3;-38,8889
IPV839;Galicia;General;Variación en lo que va de año;2011;19;2010-12-31;-2,8;-15,1515
IPV732;Galicia;Vivienda nueva;Índice;2011;22;2011-09-30;121,63;-4443,9286
IPV732;Galicia;Vivienda nueva;Índice;2011;21;2011-06-30;124,39;2,2692
IPV732;Galicia;Vivienda nueva;Índice;2011;20;2011-03-31;126,8;1,9375
IPV732;Galicia;Vivienda nueva;Índice;2011;19;2010-12-31;127,05;0,1972
IPV838;Galicia;Vivienda nueva;Variación trimestral;2011;22;2011-09-30;-2,2;-101,7316
IPV838;Galicia;Vivienda nueva;Variación trimestral;2011;21;2011-06-30;-1,9;-13,6364
IPV838;Galicia;Vivienda nueva;Variación trimestral;2011;20;2011-03-31;-0,2;-89,4737
IPV838;Galicia;Vivienda nueva;Variación trimestral;2011;19;2010-12-31;-1,5;650,0
IPV837;Galicia;Vivienda nueva;Variación anual;2011;22;2011-09-30;-5,7;280,0
IPV837;Galicia;Vivienda nueva;Variación anual;2011;21;2011-06-30;-2,6;-54,386
IPV837;Galicia;Vivienda nueva;Variación anual;2011;20;2011-03-31;-4,7;80,7692
IPV837;Galicia;Vivienda nueva;Variación anual;2011;19;2010-12-31;-2,6;-44,6809
IPV836;Galicia;Vivienda nueva;Variación en lo que va de año;2011;22;2011-09-30;-5,7;119,2308
IPV836;Galicia;Vivienda nueva;Variación en lo que va de año;2011;21;2011-06-30;-3,6;-36,8421
IPV836;Galicia;Vivienda nueva;Variación en lo que va de año;2011;20;2011-03-31;-1,7;-52,7778
IPV836;Galicia;Vivienda nueva;Variación en lo que va de año;2011;19;2010-12-31;-1,5;-11,7647
IPV731;Galicia;Vivienda segunda mano;Índice;2011;22;2011-09-30;125,93;-8495,3333
IPV731;Galicia;Vivienda segunda mano;Índice;2011;21;2011-06-30;130,48;3,6131
IPV731;Galicia;Vivienda segunda mano;Índice;2011;20;2011-03-31;134,21;2,8587
IPV731;Galicia;Vivienda segunda mano;Índice;2011;19;2010-12-31;135,84;1,2145
IPV835;Galicia;Vivienda segunda mano;Variación trimestral;2011;22;2011-09-30;-3,5;-102,5766
IPV835;Galicia;Vivienda segunda mano;Variación trimestral;2011;21;2011-06-30;-2,8;-20,0
IPV835;Galicia;Vivienda segunda mano;Variación trimestral;2011;20;2011-03-31;-1,2;-57,1429
IPV835;Galicia;Vivienda segunda mano;Variación trimestral;2011;19;2010-12-31;-5,4;350,0
IPV834;Galicia;Vivienda segunda mano;Variación anual;2011;22;2011-09-30;-12,3;127,7778
IPV834;Galicia;Vivienda segunda mano;Variación anual;2011;21;2011-06-30;-6,6;-46,3415
IPV834;Galicia;Vivienda segunda mano;Variación anual;2011;20;2011-03-31;-6,7;1,5152
IPV834;Galicia;Vivienda segunda mano;Variación anual;2011;19;2010-12-31;-3,4;-49,2537
IPV833;Galicia;Vivienda segunda mano;Variación en lo que va de año;2011;22;2011-09-30;-12,3;261,7647
IPV833;Galicia;Vivienda segunda mano;Variación en lo que va de año;2011;21;2011-06-30;-9,1;-26,0163
IPV833;Galicia;Vivienda segunda mano;Variación en lo que va de año;2011;20;2011-03-31;-6,5;-28,5714
IPV833;Galicia;Vivienda segunda mano;Variación en lo que va de año;2011;19;2010-12-31;-5,4;-16,9231
IPV730;Madrid, Comunidad de;General;Índice;2011;22;2011-09-30;113,7;-2205,5556
IPV730;Madrid, Comunidad de;General;Índice;2011;21;2011-06-30;122,71;7,9244
IPV730;Madrid, Comunidad de;General;Índice;2011;20;2011-03-31;126,25;2,8849
IPV730;Madrid, Comunidad de;General;Índice;2011;19;2010-12-31;128,64;1,8931
IPV832;Madrid, Comunidad de;General;Variación trimestral;2011;22;2011-09-30;-7,3;-105,6748
IPV832;Madrid, Comunidad de;General;Variación trimestral;2011;21;2011-06-30;-2,8;-61,6438
IPV832;Madrid, Comunidad de;General;Variación trimestral;2011;20;2011-03-31;-1,9;-32,1429
IPV832;Madrid, Comunidad de;General;Variación trimestral;2011;19;2010-12-31;-4,6;142,1053
IPV831;Madrid, Comunidad de;General;Variación anual;2011;22;2011-09-30;-15,7;241,3043
IPV831;Madrid, Comunidad de;General;Variación anual;2011;21;2011-06-30;-8,9;-43,3121
IPV831;Madrid, Comunidad de;General;Variación anual;2011;20;2011-03-31;-7,1;-20,2247
IPV831;Madrid, Comunidad de;General;Variación anual;2011;19;2010-12-31;-3,1;-56,338
IPV830;Madrid, Comunidad de;General;Variación en lo que va de año;2011;22;2011-09-30;-15,7;406,4516
IPV830;Madrid, Comunidad de;General;Variación en lo que va de año;2011;21;2011-06-30;-9,0;-42,6752
IPV830;Madrid, Comunidad de;General;Variación en lo que va de año;2011;20;2011-03-31;-6,4;-28,8889
IPV830;Madrid, Comunidad de;General;Variación en lo que va de año;2011;19;2010-12-31;-4,6;-28,125
IPV729;Madrid, Comunidad de;Vivienda nueva;Índice;2011;22;2011-09-30;107,98;-2447,3913
IPV729;Madrid, Comunidad de;Vivienda nueva;Índice;2011;21;2011-06-30;117,25;8,5849
IPV729;Madrid, Comunidad de;Vivienda nueva;Índice;2011;20;2011-03-31;119,35;1,791
IPV729;Madrid, Comunidad de;Vivienda nueva;Índice;2011;19;2010-12-31;123,07;3,1169
IPV829;Madrid, Comunidad de;Vivienda nueva;Variación trimestral;2011;22;2011-09-30;-7,9;-106,4191
IPV829;Madrid, Comunidad de;Vivienda nueva;Variación trimestral;2011;21;2011-06-30;-1,8;-77,2152
IPV829;Madrid, Comunidad de;Vivienda nueva;Variación trimestral;2011;20;2011-03-31;-3,0;66,6667
IPV829;Madrid, Comunidad de;Vivienda nueva;Variación trimestral;2011;19;2010-12-31;-1,6;-46,6667
IPV828;Madrid, Comunidad de;Vivienda nueva;Variación anual;2011;22;2011-09-30;-13,7;756,25
IPV828;Madrid, Comunidad de;Vivienda nueva;Variación anual;2011;21;2011-06-30;-6,5;-52,5547
IPV828;Madrid, Comunidad de;Vivienda nueva;Variación anual;2011;20;2011-03-31;-3,8;-41,5385
IPV828;Madrid, Comunidad de;Vivienda nueva;Variación anual;2011;19;2010-12-31;2,5;-165,7895
IPV827;Madrid, Comunidad de;Vivienda nueva;Variación en lo que va de año;2011;22;2011-09-30;-13,7;-648,0
IPV827;Madrid, Comunidad de;Vivienda nueva;Variación en lo que va de año;2011;21;2011-06-30;-6,3;-54,0146
IPV827;Madrid, Comunidad de;Vivienda nueva;Variación en lo que va de año;2011;20;2011-03-31;-4,6;-26,9841
IPV827;Madrid, Comunidad de;Vivienda nueva;Variación en lo que va de año;2011;19;2010-12-31;-1,6;-65,2174
IPV728;Madrid, Comunidad de;Vivienda segunda mano;Índice;2011;22;2011-09-30;116,48;-7380,0
IPV728;Madrid, Comunidad de;Vivienda segunda mano;Índice;2011;21;2011-06-30;125,23;7,512
IPV728;Madrid, Comunidad de;Vivienda segunda mano;Índice;2011;20;2011-03-31;129,69;3,5614
IPV728;Madrid, Comunidad de;Vivienda segunda mano;Índice;2011;19;2010-12-31;131,2;1,1643
IPV826;Madrid, Comunidad de;Vivienda segunda mano;Variación trimestral;2011;22;2011-09-30;-7,0;-105,3354
IPV826;Madrid, Comunidad de;Vivienda segunda mano;Variación trimestral;2011;21;2011-06-30;-3,4;-51,4286
IPV826;Madrid, Comunidad de;Vivienda segunda mano;Variación trimestral;2011;20;2011-03-31;-1,1;-67,6471
IPV826;Madrid, Comunidad de;Vivienda segunda mano;Variación trimestral;2011;19;2010-12-31;-6,3;472,7273
IPV825;Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2011;22;2011-09-30;-16,8;166,6667
IPV825;Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2011;21;2011-06-30;-10,2;-39,2857
IPV825;Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2011;20;2011-03-31;-9,2;-9,8039
IPV825;Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2011;19;2010-12-31;-6,5;-29,3478
IPV824;Madrid, Comunidad de;Vivienda segunda mano;Variación en lo que va de año;2011;22;2011-09-30;-16,8;158,4615
IPV824;Madrid, Comunidad de;Vivienda segunda mano;Variación en lo que va de año;2011;21;2011-06-30;-10,6;-36,9048
IPV824;Madrid, Comunidad de;Vivienda segunda mano;Variación en lo que va de año;2011;20;2011-03-31;-7,4;-30,1887
IPV824;Madrid, Comunidad de;Vivienda segunda mano;Variación en lo que va de año;2011;19;2010-12-31;-6,3;-14,8649
IPV727;Murcia, Región de;General;Índice;2011;22;2011-09-30;125,87;-2097,9365
IPV727;Murcia, Región de;General;Índice;2011;21;2011-06-30;130,04;3,3129
IPV727;Murcia, Región de;General;Índice;2011;20;2011-03-31;132,44;1,8456
IPV727;Murcia, Región de;General;Índice;2011;19;2010-12-31;133,64;0,9061
IPV823;Murcia, Región de;General;Variación trimestral;2011;22;2011-09-30;-3,2;-102,3945
IPV823;Murcia, Región de;General;Variación trimestral;2011;21;2011-06-30;-1,8;-43,75
IPV823;Murcia, Región de;General;Variación trimestral;2011;20;2011-03-31;-0,9;-50,0
IPV823;Murcia, Región de;General;Variación trimestral;2011;19;2010-12-31;-1,4;55,5556
IPV822;Murcia, Región de;General;Variación anual;2011;22;2011-09-30;-7,1;407,1429
IPV822;Murcia, Región de;General;Variación anual;2011;21;2011-06-30;-5,5;-22,5352
IPV822;Murcia, Región de;General;Variación anual;2011;20;2011-03-31;-5,2;-5,4545
IPV822;Murcia, Región de;General;Variación anual;2011;19;2010-12-31;-2,4;-53,8462
IPV821;Murcia, Región de;General;Variación en lo que va de año;2011;22;2011-09-30;-7,1;195,8333
IPV821;Murcia, Región de;General;Variación en lo que va de año;2011;21;2011-06-30;-4,1;-42,2535
IPV821;Murcia, Región de;General;Variación en lo que va de año;2011;20;2011-03-31;-2,3;-43,9024
IPV821;Murcia, Región de;General;Variación en lo que va de año;2011;19;2010-12-31;-1,4;-39,1304
IPV726;Murcia, Región de;Vivienda nueva;Índice;2011;22;2011-09-30;127,12;-9180,0
IPV726;Murcia, Región de;Vivienda nueva;Índice;2011;21;2011-06-30;130,5;2,6589
IPV726;Murcia, Región de;Vivienda nueva;Índice;2011;20;2011-03-31;132,87;1,8161
IPV726;Murcia, Región de;Vivienda nueva;Índice;2011;19;2010-12-31;133,63;0,572
IPV820;Murcia, Región de;Vivienda nueva;Variación trimestral;2011;22;2011-09-30;-2,6;-101,9457
IPV820;Murcia, Región de;Vivienda nueva;Variación trimestral;2011;21;2011-06-30;-1,8;-30,7692
IPV820;Murcia, Región de;Vivienda nueva;Variación trimestral;2011;20;2011-03-31;-0,6;-66,6667
IPV820;Murcia, Región de;Vivienda nueva;Variación trimestral;2011;19;2010-12-31;-0,2;-66,6667
IPV819;Murcia, Región de;Vivienda nueva;Variación anual;2011;22;2011-09-30;-5,1;2450,0
IPV819;Murcia, Región de;Vivienda nueva;Variación anual;2011;21;2011-06-30;-4,8;-5,8824
IPV819;Murcia, Región de;Vivienda nueva;Variación anual;2011;20;2011-03-31;-4,3;-10,4167
IPV819;Murcia, Región de;Vivienda nueva;Variación anual;2011;19;2010-12-31;-1,5;-65,1163
IPV818;Murcia, Región de;Vivienda nueva;Variación en lo que va de año;2011;22;2011-09-30;-5,1;240,0
IPV818;Murcia, Región de;Vivienda nueva;Variación en lo que va de año;2011;21;2011-06-30;-2,5;-50,9804
IPV818;Murcia, Región de;Vivienda nueva;Variación en lo que va de año;2011;20;2011-03-31;-0,8;-68,0
IPV818;Murcia, Región de;Vivienda nueva;Variación en lo que va de año;2011;19;2010-12-31;-0,2;-75,0
IPV725;Murcia, Región de;Vivienda segunda mano;Índice;2011;22;2011-09-30;125,84;-63020,0
IPV725;Murcia, Región de;Vivienda segunda mano;Índice;2011;21;2011-06-30;132,07;4,9507
